Freq(Hz)_by_WebPlotDigitizer,PSD(dB)_90%(red)_in_Fig2b (https://doi.org/10.1785/0120190123)
71.36086793,-88.32851477
71.36065763,-88.2622676
71.36044732,-88.19602043
71.36023702,-88.12977327
71.36002672,-88.0635261
71.35981642,-87.99727893
71.35960611,-87.93103176
71.35939581,-87.86478459
71.35918551,-87.79853742
71.35897521,-87.73229025
71.35876492,-87.66604308
71.35855462,-87.59979591
71.35834432,-87.53354874
71.25070085,-88.709436
71.25054336,-88.65975062
71.19156354,-87.59979591
71.19135374,-87.53354874
71.13913143,-88.59350345
71.13892178,-88.52725628
71.13871213,-88.46100911
71.13850248,-88.39476194
71.13829283,-88.32851477
71.13808319,-88.2622676
71.13787354,-88.19602043
71.13766389,-88.12977327
71.13745424,-88.0635261
71.1372446,-87.99727893
71.13703495,-87.93103176
71.13682531,-87.86478459
71.13661566,-87.79853742
71.13640602,-87.73229025
71.13619638,-87.66604308
71.02888801,-88.84193034
71.02873102,-88.79224496
71.02852169,-88.72599779
71.02831237,-88.65975062
70.91724794,-88.59350345
70.91703894,-88.52725628
70.91682994,-88.46100911
70.91662095,-88.39476194
70.91641195,-88.32851477
70.91620296,-88.2622676
70.91599396,-88.19602043
70.91578497,-88.12977327
70.91557598,-88.0635261
70.91536698,-87.99727893
70.91515799,-87.93103176
70.914949,-87.86478459
70.91474001,-87.79853742
70.91453102,-87.73229025
70.91432203,-87.66604308
70.80734836,-88.84193034
70.80719186,-88.79224496
70.80698319,-88.72599779
70.80677451,-88.65975062
70.69605649,-88.59350345
70.69584815,-88.52725628
70.6956398,-88.46100911
70.69543146,-88.39476194
70.69522312,-88.32851477
70.69501477,-88.2622676
70.69480643,-88.19602043
70.69459809,-88.12977327
70.69438975,-88.0635261
70.69418141,-87.99727893
70.69397307,-87.93103176
70.69376473,-87.86478459
70.69355639,-87.79853742
70.69334805,-87.73229025
70.69313972,-87.66604308
70.5864997,-88.84193034
70.58634368,-88.79224496
70.58613566,-88.72599779
70.58592764,-88.65975062
70.47555495,-88.59350345
70.47534725,-88.52725628
70.47513956,-88.46100911
70.47493186,-88.39476194
70.47472417,-88.32851477
70.47451648,-88.2622676
70.47430878,-88.19602043
70.47410109,-88.12977327
70.4738934,-88.0635261
70.47368571,-87.99727893
70.47347802,-87.93103176
70.47327033,-87.86478459
70.47306264,-87.79853742
70.47285496,-87.73229025
70.47264727,-87.66604308
70.36633986,-88.84193034
70.36618433,-88.79224496
70.36597696,-88.72599779
70.36576959,-88.65975062
70.30793657,-87.73229025
70.30772937,-87.66604308
70.25574115,-88.59350345
70.2555341,-88.52725628
70.25532705,-88.46100911
70.25512001,-88.39476194
70.25491296,-88.32851477
70.25470592,-88.2622676
70.25449887,-88.19602043
70.25429183,-88.12977327
70.25408479,-88.0635261
70.25387774,-87.99727893
70.2536707,-87.93103176
70.25346366,-87.86478459
70.25325662,-87.79853742
70.14728016,-88.97442468
70.14712511,-88.9247393
70.14691839,-88.85849213
70.14671166,-88.79224496
70.14650493,-88.72599779
70.14629821,-88.65975062
70.03661295,-88.59350345
70.03640655,-88.52725628
70.03620015,-88.46100911
70.03599375,-88.39476194
70.03578735,-88.32851477
70.03558095,-88.2622676
70.03537455,-88.19602043
70.03516815,-88.12977327
70.03496175,-88.0635261
70.03475536,-87.99727893
70.03454896,-87.93103176
70.03434257,-87.86478459
70.03413617,-87.79853742
69.92849025,-88.97442468
69.92833569,-88.9247393
69.92812961,-88.85849213
69.92792353,-88.79224496
69.92771744,-88.72599779
69.92751136,-88.65975062
69.81816822,-88.59350345
69.81796246,-88.52725628
69.8177567,-88.46100911
69.81755094,-88.39476194
69.81734519,-88.32851477
69.81713943,-88.2622676
69.81693368,-88.19602043
69.81672792,-88.12977327
69.81652217,-88.0635261
69.81631642,-87.99727893
69.81611066,-87.93103176
69.81590491,-87.86478459
69.81569916,-87.79853742
69.71038275,-88.97442468
69.71022867,-88.9247393
69.71002323,-88.85849213
69.70981779,-88.79224496
69.70961235,-88.72599779
69.70940692,-88.65975062
69.60040481,-88.59350345
69.60019969,-88.52725628
69.59999458,-88.46100911
69.59978946,-88.39476194
69.59958435,-88.32851477
69.59937924,-88.2622676
69.59917412,-88.19602043
69.59896901,-88.12977327
69.5987639,-88.0635261
69.59855879,-87.99727893
69.59835368,-87.93103176
69.59814857,-87.86478459
69.59794346,-87.79853742
69.49295553,-88.97442468
69.49280193,-88.9247393
69.49259713,-88.85849213
69.49239233,-88.79224496
69.49218754,-88.72599779
69.49198274,-88.65975062
69.38332061,-88.59350345
69.38311614,-88.52725628
69.38291166,-88.46100911
69.38270718,-88.39476194
69.38250271,-88.32851477
69.38229824,-88.2622676
69.38209376,-88.19602043
69.38188929,-88.12977327
69.38168482,-88.0635261
69.38148035,-87.99727893
69.38127587,-87.93103176
69.3810714,-87.86478459
69.38086693,-87.79853742
69.27623199,-88.98270557
69.27605335,-88.9247393
69.27584919,-88.85849213
69.27564503,-88.79224496
69.27544087,-88.72599779
69.27523671,-88.65975062
69.16854423,-89.12348081
69.16834039,-89.05723364
69.1669135,-88.59350345
69.16670966,-88.52725628
69.16650582,-88.46100911
69.16630199,-88.39476194
69.16609815,-88.32851477
69.16589431,-88.2622676
69.16569048,-88.19602043
69.16548664,-88.12977327
69.16528281,-88.0635261
69.16507897,-87.99727893
69.16487514,-87.93103176
69.06018433,-88.99098647
69.0599808,-88.9247393
69.05977728,-88.85849213
69.05957376,-88.79224496
69.05937023,-88.72599779
69.05916671,-88.65975062
68.95280701,-89.12348081
68.9526038,-89.05723364
68.95118136,-88.59350345
68.95097816,-88.52725628
68.95077496,-88.46100911
68.95057176,-88.39476194
68.95036856,-88.32851477
68.95016536,-88.2622676
68.94996216,-88.19602043
68.94975896,-88.12977327
68.94955576,-88.0635261
68.94935256,-87.99727893
68.94914936,-87.93103176
68.84478508,-88.99098647
68.84458219,-88.9247393
68.8443793,-88.85849213
68.84417641,-88.79224496
68.84397353,-88.72599779
68.84377064,-88.65975062
68.73814782,-89.25597515
68.73794525,-89.18972798
68.73774267,-89.12348081
68.7375401,-89.05723364
68.7361221,-88.59350345
68.73591953,-88.52725628
68.73571696,-88.46100911
68.73551439,-88.39476194
68.73531183,-88.32851477
68.73510926,-88.2622676
68.73490669,-88.19602043
68.73470413,-88.12977327
68.73450156,-88.0635261
68.63005767,-88.99098647
68.62985541,-88.9247393
68.62965315,-88.85849213
68.6294509,-88.79224496
68.62924864,-88.72599779
68.62904639,-88.65975062
68.52375301,-89.25597515
68.52355107,-89.18972798
68.52334912,-89.12348081
68.52314718,-89.05723364
68.5217336,-88.59350345
68.52153167,-88.52725628
68.52132973,-88.46100911
68.52112779,-88.39476194
68.52092586,-88.32851477
68.52072392,-88.2622676
68.52052199,-88.19602043
68.52032006,-88.12977327
68.52011812,-88.0635261
68.41599999,-88.99098647
68.41579836,-88.9247393
68.41559674,-88.85849213
68.41539511,-88.79224496
68.41519349,-88.72599779
68.41499186,-88.65975062
68.3100269,-89.25597515
68.30982558,-89.18972798
68.30962427,-89.12348081
68.30942296,-89.05723364
68.30801379,-88.59350345
68.30781248,-88.52725628
68.30761117,-88.46100911
68.30740987,-88.39476194
68.30720856,-88.32851477
68.30700726,-88.2622676
68.30680595,-88.19602043
68.30660465,-88.12977327
68.30640335,-88.0635261
68.20260996,-88.99098647
68.20240896,-88.9247393
68.20220796,-88.85849213
68.20200697,-88.79224496
68.20180597,-88.72599779
68.20160498,-88.65975062
68.09696739,-89.25597515
68.09676671,-89.18972798
68.09656602,-89.12348081
68.09636534,-89.05723364
68.09496057,-88.59350345
68.09475989,-88.52725628
68.09455921,-88.46100911
68.09435853,-88.39476194
68.09415785,-88.32851477
68.09395718,-88.2622676
68.0937565,-88.19602043
68.09355582,-88.12977327
68.09335515,-88.0635261
67.98988549,-88.99098647
67.98968512,-88.9247393
67.98948475,-88.85849213
67.98928438,-88.79224496
67.98908401,-88.72599779
67.98888365,-88.65975062
67.88497255,-89.38846949
67.88477249,-89.32222232
67.88457243,-89.25597515
67.88437237,-89.18972798
67.88417231,-89.12348081
67.88397225,-89.05723364
67.88257186,-88.59350345
67.88237181,-88.52725628
67.88217175,-88.46100911
67.8819717,-88.39476194
67.88177165,-88.32851477
67.8815716,-88.2622676
67.88137155,-88.19602043
67.77782451,-88.99098647
67.77762477,-88.9247393
67.77742502,-88.85849213
67.77722528,-88.79224496
67.77702554,-88.72599779
67.77682579,-88.65975062
67.6732388,-89.38846949
67.67303936,-89.32222232
67.67283992,-89.25597515
67.67264049,-89.18972798
67.67244105,-89.12348081
67.67224162,-89.05723364
67.6708456,-88.59350345
67.67064617,-88.52725628
67.67044674,-88.46100911
67.67024731,-88.39476194
67.67004788,-88.32851477
67.66984845,-88.2622676
67.66964903,-88.19602043
67.56642496,-88.99098647
67.56622583,-88.9247393
67.56602671,-88.85849213
67.56582759,-88.79224496
67.56562847,-88.72599779
67.56542935,-88.65975062
67.46216544,-89.38846949
67.46196663,-89.32222232
67.46176782,-89.25597515
67.461569,-89.18972798
67.46137019,-89.12348081
67.46117138,-89.05723364
67.45977971,-88.59350345
67.4595809,-88.52725628
67.45938209,-88.46100911
67.45918329,-88.39476194
67.45898448,-88.32851477
67.45878567,-88.2622676
67.45858687,-88.19602043
67.35568476,-88.99098647
67.35548625,-88.9247393
67.35528775,-88.85849213
67.35508925,-88.79224496
67.35489076,-88.72599779
67.35469226,-88.65975062
67.25175043,-89.38846949
67.25155224,-89.32222232
67.25135404,-89.25597515
67.25115585,-89.18972798
67.25095766,-89.12348081
67.25075946,-89.05723364
67.24937213,-88.59350345
67.24917395,-88.52725628
67.24897576,-88.46100911
67.24877757,-88.39476194
67.24857939,-88.32851477
67.2483812,-88.2622676
67.24818302,-88.19602043
67.14565133,-89.00754826
67.14545344,-88.94130109
67.14525556,-88.87505392
67.14505768,-88.80880675
67.1448598,-88.74255958
67.12713541,-88.65975062
67.04243625,-89.53752562
67.04228807,-89.48784024
67.04209049,-89.42159307
67.04189291,-89.3553459
67.04169534,-89.28909873
67.04149776,-89.22285156
67.04130019,-89.15660439
67.04110261,-89.09035722
67.03952204,-88.56037987
67.03932447,-88.4941327
67.0391269,-88.42788553
67.03892933,-88.36163836
66.93627284,-89.02411005
66.93607557,-88.95786288
66.93587831,-88.89161571
66.93568105,-88.82536854
66.93548378,-88.75912138
66.93528652,-88.69287421
66.93508926,-88.62662704
66.83333038,-89.53752562
66.83318265,-89.48784024
66.83298569,-89.42159307
66.83278873,-89.3553459
66.83259177,-89.28909873
66.83239481,-89.22285156
66.83219786,-89.15660439
66.8320009,-89.09035722
66.83042525,-88.56037987
66.8302283,-88.4941327
66.83003135,-88.42788553
66.8298344,-88.36163836
66.72749809,-89.02411005
66.72730144,-88.95786288
66.72710479,-88.89161571
66.72690814,-88.82536854
66.72671149,-88.75912138
66.72651485,-88.69287421
66.7263182,-88.62662704
66.6248767,-89.53752562
66.62472944,-89.48784024
66.6245331,-89.42159307
66.62433675,-89.3553459
66.62414041,-89.28909873
66.62394406,-89.22285156
66.62374772,-89.15660439
66.62355137,-89.09035722
66.62198064,-88.56037987
66.6217843,-88.4941327
66.62158797,-88.42788553
66.62139163,-88.36163836
66.51937451,-89.02411005
66.51917847,-88.95786288
66.51898244,-88.89161571
66.5187864,-88.82536854
66.51859037,-88.75912138
66.51839433,-88.69287421
66.5181983,-88.62662704
66.4170732,-89.53752562
66.4169264,-89.48784024
66.41673066,-89.42159307
66.41653493,-89.3553459
66.4163392,-89.28909873
66.41614347,-89.22285156
66.41594773,-89.15660439
66.415752,-89.09035722
66.41418617,-88.56037987
66.41399045,-88.4941327
66.41379472,-88.42788553
66.41359899,-88.36163836
66.31190007,-89.02411005
66.31170464,-88.95786288
66.31150922,-88.89161571
66.31131379,-88.82536854
66.31111837,-88.75912138
66.31092295,-88.69287421
66.31072753,-88.62662704
66.25837522,-88.42788553
66.25817995,-88.36163836
66.20991784,-89.53752562
66.20977149,-89.48784024
66.20957637,-89.42159307
66.20938125,-89.3553459
66.20918612,-89.28909873
66.208991,-89.22285156
66.20879588,-89.15660439
66.20860076,-89.09035722
66.20703981,-88.56037987
66.2068447,-88.4941327
66.10507274,-89.02411005
66.10487792,-88.95786288
66.10468311,-88.89161571
66.10448829,-88.82536854
66.10429348,-88.75912138
66.10409867,-88.69287421
66.10390386,-88.62662704
66.00340859,-89.53752562
66.00326271,-89.48784024
66.00306819,-89.42159307
66.00287368,-89.3553459
66.00267916,-89.28909873
66.00248465,-89.22285156
66.00229014,-89.15660439
66.00209562,-89.09035722
66.00053955,-88.56037987
66.00034504,-88.4941327
65.89889051,-89.02411005
65.8986963,-88.95786288
65.89850209,-88.89161571
65.89830789,-88.82536854
65.89811368,-88.75912138
65.89791948,-88.69287421
65.89772527,-88.62662704
65.79754345,-89.53752562
65.79739802,-89.48784024
65.79720411,-89.42159307
65.7970102,-89.3553459
65.7968163,-89.28909873
65.79662239,-89.22285156
65.79642848,-89.15660439
65.79623458,-89.09035722
65.79468335,-88.56037987
65.79448945,-88.4941327
65.69335136,-89.02411005
65.69315776,-88.95786288
65.69296416,-88.89161571
65.69277056,-88.82536854
65.69257696,-88.75912138
65.69238336,-88.69287421
65.69218976,-88.62662704
65.59232041,-89.53752562
65.59217543,-89.48784024
65.59198213,-89.42159307
65.59178882,-89.3553459
65.59159552,-89.28909873
65.59140222,-89.22285156
65.59120892,-89.15660439
65.59101562,-89.09035722
65.58946923,-88.56037987
65.58927593,-88.4941327
65.48845329,-89.02411005
65.48826029,-88.95786288
65.4880673,-88.89161571
65.4878743,-88.82536854
65.4876813,-88.75912138
65.48748831,-88.69287421
65.48729531,-88.62662704
65.38773746,-89.53752562
65.38759293,-89.48784024
65.38740023,-89.42159307
65.38720753,-89.3553459
65.38701483,-89.28909873
65.38682213,-89.22285156
65.38662943,-89.15660439
65.38643673,-89.09035722
65.38489517,-88.56037987
65.38470248,-88.4941327
65.2841943,-89.02411005
65.2840019,-88.95786288
65.28380951,-88.89161571
65.28361711,-88.82536854
65.28342472,-88.75912138
65.28323233,-88.69287421
65.28303993,-88.62662704
65.1837926,-89.53752562
65.18364852,-89.48784024
65.18345642,-89.42159307
65.18326432,-89.3553459
65.18307223,-89.28909873
65.18288013,-89.22285156
65.18268803,-89.15660439
65.18249593,-89.09035722
65.18095918,-88.56037987
65.18076709,-88.4941327
65.0805724,-89.02411005
65.0803806,-88.95786288
65.0801888,-88.89161571
65.07999701,-88.82536854
65.07980522,-88.75912138
65.07961342,-88.69287421
65.07942163,-88.62662704
64.98048385,-89.53752562
64.98034022,-89.48784024
64.98014872,-89.42159307
64.97995722,-89.3553459
64.97976572,-89.28909873
64.97957422,-89.22285156
64.97938272,-89.15660439
64.97919123,-89.09035722
64.97765926,-88.56037987
64.97746777,-88.4941327
64.87758559,-89.02411005
64.87739439,-88.95786288
64.87720319,-88.89161571
64.877012,-88.82536854
64.8768208,-88.75912138
64.87662961,-88.69287421
64.87643841,-88.62662704
64.77780922,-89.53752562
64.77766604,-89.48784024
64.77747514,-89.42159307
64.77728423,-89.3553459
64.77709333,-89.28909873
64.77690243,-89.22285156
64.77671153,-89.15660439
64.77652063,-89.09035722
64.77499344,-88.56037987
64.77480255,-88.4941327
64.6752319,-89.02411005
64.6750413,-88.95786288
64.6748507,-88.89161571
64.6746601,-88.82536854
64.6744695,-88.75912138
64.6742789,-88.69287421
64.6740883,-88.62662704
64.57576673,-89.53752562
64.575624,-89.48784024
64.57543369,-89.42159307
64.57524338,-89.3553459
64.57505308,-89.28909873
64.57486277,-89.22285156
64.57467247,-89.15660439
64.57448216,-89.09035722
64.57295974,-88.56037987
64.57276944,-88.4941327
64.47350935,-89.02411005
64.47331935,-88.95786288
64.47312934,-88.89161571
64.47293933,-88.82536854
64.47274933,-88.75912138
64.47255932,-88.69287421
64.47236932,-88.62662704
64.37435442,-89.53752562
64.37421213,-89.48784024
64.37402242,-89.42159307
64.3738327,-89.3553459
64.37364299,-89.28909873
64.37345328,-89.22285156
64.37326357,-89.15660439
64.37307385,-89.09035722
64.37155618,-88.56037987
64.37136648,-88.4941327
64.27241598,-89.02411005
64.27222657,-88.95786288
64.27203715,-88.89161571
64.27184774,-88.82536854
64.27165833,-88.75912138
64.27146891,-88.69287421
64.2712795,-88.62662704
64.17357031,-89.53752562
64.17342847,-89.48784024
64.17323934,-89.42159307
64.17305022,-89.3553459
64.1728611,-89.28909873
64.17267198,-89.22285156
64.17248286,-89.15660439
64.17229374,-89.09035722
64.1707808,-88.56037987
64.17059169,-88.4941327
64.07194982,-89.02411005
64.071761,-88.95786288
64.07157217,-88.89161571
64.07138335,-88.82536854
64.07119453,-88.75912138
64.07100571,-88.69287421
64.07081689,-88.62662704
63.97341245,-89.53752562
63.97327105,-89.48784024
63.97308252,-89.42159307
63.97289398,-89.3553459
63.97270545,-89.28909873
63.97251692,-89.22285156
63.97232839,-89.15660439
63.97213986,-89.09035722
63.97063164,-88.56037987
63.97044312,-88.4941327
63.87210891,-89.02411005
63.87192068,-88.95786288
63.87173245,-88.89161571
63.87154421,-88.82536854
63.87135598,-88.75912138
63.87116775,-88.69287421
63.87097952,-88.62662704
63.77387888,-89.53752562
63.77373792,-89.48784024
63.77354998,-89.42159307
63.77336204,-89.3553459
63.77317409,-89.28909873
63.77298615,-89.22285156
63.77279821,-89.15660439
63.77261026,-89.09035722
63.77110675,-88.56037987
63.77091881,-88.4941327
63.67289131,-89.02411005
63.67270367,-88.95786288
63.67251602,-88.89161571
63.67232837,-88.82536854
63.67214073,-88.75912138
63.67195308,-88.69287421
63.67176544,-88.62662704
63.57496766,-89.53752562
63.57482714,-89.48784024
63.57463979,-89.42159307
63.57445243,-89.3553459
63.57426507,-89.28909873
63.57407771,-89.22285156
63.57389036,-89.15660439
63.573703,-89.09035722
63.57220418,-88.56037987
63.57201683,-88.4941327
63.47429508,-89.02411005
63.47410801,-88.95786288
63.47392095,-88.89161571
63.47373389,-88.82536854
63.47354683,-88.75912138
63.47335977,-88.69287421
63.47317271,-88.62662704
63.37667685,-89.53752562
63.37653677,-89.48784024
63.37634999,-89.42159307
63.37616322,-89.3553459
63.37597645,-89.28909873
63.37578968,-89.22285156
63.3756029,-89.15660439
63.37541613,-89.09035722
63.37392198,-88.56037987
63.37373522,-88.4941327
63.27631826,-89.02411005
63.27613178,-88.95786288
63.2759453,-88.89161571
63.27575883,-88.82536854
63.27557235,-88.75912138
63.27538587,-88.69287421
63.2751994,-88.62662704
63.17900451,-89.53752562
63.17886486,-89.48784024
63.17867867,-89.42159307
63.17849248,-89.3553459
63.17830629,-89.28909873
63.1781201,-89.22285156
63.17793391,-89.15660439
63.17774772,-89.09035722
63.17625823,-88.56037987
63.17607205,-88.4941327
63.07895894,-89.02411005
63.07877304,-88.95786288
63.07858714,-88.89161571
63.07840125,-88.82536854
63.07821535,-88.75912138
63.07802946,-88.69287421
63.07784356,-88.62662704
62.9819487,-89.53752562
62.9818095,-89.48784024
62.98162388,-89.42159307
62.98143827,-89.3553459
62.98125266,-89.28909873
62.98106706,-89.22285156
62.98088145,-89.15660439
62.98069584,-89.09035722
62.97921099,-88.56037987
62.97902539,-88.4941327
62.88221518,-89.02411005
62.88202986,-88.95786288
62.88184454,-88.89161571
62.88165923,-88.82536854
62.88147391,-88.75912138
62.8812886,-88.69287421
62.88110328,-88.62662704
62.78550752,-89.53752562
62.78536875,-89.48784024
62.78518371,-89.42159307
62.78499868,-89.3553459
62.78481365,-89.28909873
62.78462862,-89.22285156
62.78444359,-89.15660439
62.78425856,-89.09035722
62.78277835,-88.56037987
62.78259333,-88.4941327
62.68608506,-89.02411005
62.68590032,-88.95786288
62.68571559,-88.89161571
62.68553085,-88.82536854
62.68534611,-88.75912138
62.68516137,-88.69287421
62.68497664,-88.62662704
62.58967904,-89.53752562
62.5895407,-89.48784024
62.58935624,-89.42159307
62.58917179,-89.3553459
62.58898733,-89.28909873
62.58880288,-89.22285156
62.58861843,-89.15660439
62.58843398,-89.09035722
62.58695838,-88.56037987
62.58677393,-88.4941327
62.49056668,-89.02411005
62.49038252,-88.95786288
62.49019836,-88.89161571
62.49001419,-88.82536854
62.48983003,-88.75912138
62.48964587,-88.69287421
62.48946171,-88.62662704
62.39446135,-89.53752562
62.39432344,-89.48784024
62.39413956,-89.42159307
62.39395568,-89.3553459
62.3937718,-89.28909873
62.39358792,-89.22285156
62.39340405,-89.15660439
62.39322017,-89.09035722
62.39174917,-88.56037987
62.3915653,-88.4941327
62.29565812,-89.02411005
62.29547453,-88.95786288
62.29529095,-88.89161571
62.29510736,-88.82536854
62.29492377,-88.75912138
62.29474018,-88.69287421
62.2945566,-88.62662704
62.19985254,-89.53752562
62.19971506,-89.48784024
62.19953176,-89.42159307
62.19934845,-89.3553459
62.19916515,-89.28909873
62.19898184,-89.22285156
62.19879854,-89.15660439
62.19861523,-89.09035722
62.19714883,-88.56037987
62.19696553,-88.4941327
62.10135748,-89.02411005
62.10117447,-88.95786288
62.10099145,-88.89161571
62.10080844,-88.82536854
62.10062542,-88.75912138
62.10044241,-88.69287421
62.1002594,-88.62662704
62.00585072,-89.53752562
62.00571367,-89.48784024
62.00553094,-89.42159307
62.0053482,-89.3553459
62.00516547,-89.28909873
62.00498274,-89.22285156
62.00480001,-89.15660439
62.00461727,-89.09035722
62.00315544,-88.56037987
62.00297272,-88.4941327
61.90766287,-89.02411005
61.90748043,-88.95786288
61.90729798,-88.89161571
61.90711554,-88.82536854
61.90693309,-88.75912138
61.90675065,-88.69287421
61.90656821,-88.62662704
61.812454,-89.53752562
61.81231737,-89.48784024
61.81213521,-89.42159307
61.81195305,-89.3553459
61.81177088,-89.28909873
61.81158872,-89.22285156
61.81140656,-89.15660439
61.8112244,-89.09035722
61.80976712,-88.56037987
61.80958497,-88.4941327
61.71457239,-89.02411005
61.71439052,-88.95786288
61.71420864,-88.89161571
61.71402677,-88.82536854
61.71384489,-88.75912138
61.71366302,-88.69287421
61.71348115,-88.62662704
61.61966048,-89.53752562
61.61952428,-89.48784024
61.61934268,-89.42159307
