Freq(Hz)_by_WebPlotDigitizer, PSD(dB)_1%(yellow)_in_Fig2b(https://doi.org/10.1785/0120190123)
71.74211353,-137.8813975
71.7419021,-137.8151504
71.74169067,-137.7489032
71.74147924,-137.682656
71.74126782,-137.6164089
71.74105639,-137.5501617
71.74084497,-137.4839145
71.52040435,-138.5273075
71.52024626,-138.4776221
71.52003549,-138.4113749
71.51982472,-138.3451277
71.51961394,-138.2788806
71.51940317,-138.2126334
71.5191924,-138.1463862
71.51898163,-138.0801391
71.51877086,-138.0138919
71.51856009,-137.9476447
71.51834932,-137.8813975
71.51813855,-137.8151504
71.51792778,-137.7489032
71.51771702,-137.682656
71.51750625,-137.6164089
71.51729548,-137.5501617
71.51708472,-137.4839145
71.29733165,-138.5273075
71.29717407,-138.4776221
71.29696395,-138.4113749
71.29675383,-138.3451277
71.29654372,-138.2788806
71.2963336,-138.2126334
71.29612349,-138.1463862
71.29591337,-138.0801391
71.29570326,-138.0138919
71.29549315,-137.9476447
71.29528304,-137.8813975
71.29507293,-137.8151504
71.29486282,-137.7489032
71.29465271,-137.682656
71.2944426,-137.6164089
71.29423249,-137.5501617
71.29402238,-137.4839145
71.07495473,-138.5273075
71.07479763,-138.4776221
71.07458817,-138.4113749
71.07437871,-138.3451277
71.07416925,-138.2788806
71.07395979,-138.2126334
71.07375033,-138.1463862
71.07354087,-138.0801391
71.07333141,-138.0138919
71.07312196,-137.9476447
71.0729125,-137.8813975
71.07270304,-137.8151504
71.07249359,-137.7489032
71.07228414,-137.682656
71.07207468,-137.6164089
71.07186523,-137.5501617
71.07165578,-137.4839145
70.85327139,-138.5273075
70.85311479,-138.4776221
70.85290598,-138.4113749
70.85269717,-138.3451277
70.85248837,-138.2788806
70.85227956,-138.2126334
70.85207075,-138.1463862
70.85186195,-138.0801391
70.85165315,-138.0138919
70.85144434,-137.9476447
70.85123554,-137.8813975
70.85102674,-137.8151504
70.85081793,-137.7489032
70.85060913,-137.682656
70.85040033,-137.6164089
70.85019153,-137.5501617
70.84998273,-137.4839145
70.6322795,-138.5273075
70.63212338,-138.4776221
70.63191522,-138.4113749
70.63170706,-138.3451277
70.63149891,-138.2788806
70.63129075,-138.2126334
70.6310826,-138.1463862
70.63087445,-138.0801391
70.63066629,-138.0138919
70.63045814,-137.9476447
70.63024999,-137.8813975
70.63004184,-137.8151504
70.62983369,-137.7489032
70.62962554,-137.682656
70.62941739,-137.6164089
70.62920924,-137.5501617
70.62900109,-137.4839145
70.41197687,-138.5273075
70.41182124,-138.4776221
70.41161373,-138.4113749
70.41140623,-138.3451277
70.41119872,-138.2788806
70.41099121,-138.2126334
70.41078371,-138.1463862
70.4105762,-138.0801391
70.4103687,-138.0138919
70.4101612,-137.9476447
70.4099537,-137.8813975
70.40974619,-137.8151504
70.40953869,-137.7489032
70.40933119,-137.682656
70.40912369,-137.6164089
70.40891619,-137.5501617
70.40870869,-137.4839145
70.19236137,-138.5273075
70.19220623,-138.4776221
70.19199937,-138.4113749
70.19179251,-138.3451277
70.19158565,-138.2788806
70.19137879,-138.2126334
70.19117193,-138.1463862
70.19096508,-138.0801391
70.19075822,-138.0138919
70.19055136,-137.9476447
70.19034451,-137.8813975
70.19013765,-137.8151504
70.1899308,-137.7489032
70.18972394,-137.682656
70.18951709,-137.6164089
70.18931024,-137.5501617
70.18910339,-137.4839145
69.97343086,-138.5273075
69.9732762,-138.4776221
69.97306998,-138.4113749
69.97286377,-138.3451277
69.97265755,-138.2788806
69.97245134,-138.2126334
69.97224513,-138.1463862
69.97203891,-138.0801391
69.9718327,-138.0138919
69.97162649,-137.9476447
69.97142028,-137.8813975
69.97121407,-137.8151504
69.97100786,-137.7489032
69.97080166,-137.682656
69.97059545,-137.6164089
69.97038924,-137.5501617
69.97018303,-137.4839145
69.75518319,-138.5273075
69.75502901,-138.4776221
69.75482344,-138.4113749
69.75461786,-138.3451277
69.75441229,-138.2788806
69.75420672,-138.2126334
69.75400115,-138.1463862
69.75379559,-138.0801391
69.75359002,-138.0138919
69.75338445,-137.9476447
69.75317888,-137.8813975
69.75297332,-137.8151504
69.75276775,-137.7489032
69.75256219,-137.682656
69.75235662,-137.6164089
69.75215106,-137.5501617
69.75194549,-137.4839145
69.53761623,-138.5273075
69.53746253,-138.4776221
69.5372576,-138.4113749
69.53705267,-138.3451277
69.53684774,-138.2788806
69.53664282,-138.2126334
69.53643789,-138.1463862
69.53623296,-138.0801391
69.53602803,-138.0138919
69.53582311,-137.9476447
69.53561818,-137.8813975
69.53541326,-137.8151504
69.53520833,-137.7489032
69.53500341,-137.682656
69.53479848,-137.6164089
69.53459356,-137.5501617
69.53438864,-137.4839145
69.32072787,-138.5273075
69.32057465,-138.4776221
69.32037036,-138.4113749
69.32016607,-138.3451277
69.31996178,-138.2788806
69.31975749,-138.2126334
69.3195532,-138.1463862
69.31934891,-138.0801391
69.31914463,-138.0138919
69.31894034,-137.9476447
69.31873605,-137.8813975
69.31853177,-137.8151504
69.31832748,-137.7489032
69.3181232,-137.682656
69.31791891,-137.6164089
69.31771463,-137.5501617
69.31751034,-137.4839145
69.10451599,-138.5273075
69.10436325,-138.4776221
69.10415959,-138.4113749
69.10395594,-138.3451277
69.10375229,-138.2788806
69.10354863,-138.2126334
69.10334498,-138.1463862
69.10314133,-138.0801391
69.10293768,-138.0138919
69.10273403,-137.9476447
69.10253038,-137.8813975
69.10232673,-137.8151504
69.10212308,-137.7489032
69.10191943,-137.682656
69.10171579,-137.6164089
69.10151214,-137.5501617
69.1013085,-137.4839145
68.88897847,-138.5273075
68.88882621,-138.4776221
68.88862319,-138.4113749
68.88842017,-138.3451277
68.88821715,-138.2788806
68.88801413,-138.2126334
68.88781112,-138.1463862
68.8876081,-138.0801391
68.88740508,-138.0138919
68.88720207,-137.9476447
68.88699906,-137.8813975
68.88679604,-137.8151504
68.88659303,-137.7489032
68.88639002,-137.682656
68.886187,-137.6164089
68.88598399,-137.5501617
68.88578098,-137.4839145
68.67411322,-138.5273075
68.67396143,-138.4776221
68.67375904,-138.4113749
68.67355665,-138.3451277
68.67335427,-138.2788806
68.67315189,-138.2126334
68.6729495,-138.1463862
68.67274712,-138.0801391
68.67254474,-138.0138919
68.67234236,-137.9476447
68.67213997,-137.8813975
68.67193759,-137.8151504
68.67173521,-137.7489032
68.67153283,-137.682656
68.67133046,-137.6164089
68.67112808,-137.5501617
68.6709257,-137.4839145
68.45991813,-138.5273075
68.45976681,-138.4776221
68.45956506,-138.4113749
68.4593633,-138.3451277
68.45916155,-138.2788806
68.4589598,-138.2126334
68.45875804,-138.1463862
68.45855629,-138.0801391
68.45835454,-138.0138919
68.45815279,-137.9476447
68.45795104,-137.8813975
68.45774929,-137.8151504
68.45754754,-137.7489032
68.45734579,-137.682656
68.45714405,-137.6164089
68.4569423,-137.5501617
68.45674055,-137.4839145
68.24639112,-138.5273075
68.24624027,-138.4776221
68.24603915,-138.4113749
68.24583802,-138.3451277
68.2456369,-138.2788806
68.24543577,-138.2126334
68.24523465,-138.1463862
68.24503353,-138.0801391
68.24483241,-138.0138919
68.24463128,-137.9476447
68.24443016,-137.8813975
68.24422904,-137.8151504
68.24402792,-137.7489032
68.24382681,-137.682656
68.24362569,-137.6164089
68.24342457,-137.5501617
68.24322345,-137.4839145
68.0335301,-138.5273075
68.03337972,-138.4776221
68.03317922,-138.4113749
68.03297873,-138.3451277
68.03277823,-138.2788806
68.03257773,-138.2126334
68.03237724,-138.1463862
68.03217674,-138.0801391
68.03197625,-138.0138919
68.03177575,-137.9476447
68.03157526,-137.8813975
68.03137477,-137.8151504
68.03117428,-137.7489032
68.03097378,-137.682656
68.03077329,-137.6164089
68.0305728,-137.5501617
68.03037231,-137.4839145
67.82133299,-138.5273075
67.82118309,-138.4776221
67.82098321,-138.4113749
67.82078334,-138.3451277
67.82058347,-138.2788806
67.8203836,-138.2126334
67.82018373,-138.1463862
67.81998386,-138.0801391
67.81978399,-138.0138919
67.81958412,-137.9476447
67.81938425,-137.8813975
67.81918439,-137.8151504
67.81898452,-137.7489032
67.81878465,-137.682656
67.81858479,-137.6164089
67.81838492,-137.5501617
67.81818506,-137.4839145
67.60979773,-138.5273075
67.60964829,-138.4776221
67.60944904,-138.4113749
67.6092498,-138.3451277
67.60905055,-138.2788806
67.6088513,-138.2126334
67.60865205,-138.1463862
67.60845281,-138.0801391
67.60825356,-138.0138919
67.60805432,-137.9476447
67.60785507,-137.8813975
67.60765583,-137.8151504
67.60745658,-137.7489032
67.60725734,-137.682656
67.6070581,-137.6164089
67.60685886,-137.5501617
67.60665962,-137.4839145
67.39892225,-138.5273075
67.39877328,-138.4776221
67.39857465,-138.4113749
67.39837602,-138.3451277
67.3981774,-138.2788806
67.39797877,-138.2126334
67.39778015,-138.1463862
67.39758152,-138.0801391
67.3973829,-138.0138919
67.39718427,-137.9476447
67.39698565,-137.8813975
67.39678703,-137.8151504
67.39658841,-137.7489032
67.39638978,-137.682656
67.39619116,-137.6164089
67.39599254,-137.5501617
67.39579392,-137.4839145
67.18870449,-138.5273075
67.18855599,-138.4776221
67.18835798,-138.4113749
67.18815997,-138.3451277
67.18796196,-138.2788806
67.18776396,-138.2126334
67.18756595,-138.1463862
67.18736795,-138.0801391
67.18716994,-138.0138919
67.18697194,-137.9476447
67.18677393,-137.8813975
67.18657593,-137.8151504
67.18637793,-137.7489032
67.18617992,-137.682656
67.18598192,-137.6164089
67.18578392,-137.5501617
67.18558592,-137.4839145
66.97914241,-138.5273075
66.97899436,-138.4776221
66.97879697,-138.4113749
66.97859958,-138.3451277
66.97840219,-138.2788806
66.9782048,-138.2126334
66.97800741,-138.1463862
66.97781003,-138.0801391
66.97761264,-138.0138919
66.97741525,-137.9476447
66.97721787,-137.8813975
66.97702048,-137.8151504
66.9768231,-137.7489032
66.97662571,-137.682656
66.97642833,-137.6164089
66.97623095,-137.5501617
66.97603356,-137.4839145
66.77023394,-138.5273075
66.77008636,-138.4776221
66.76988959,-138.4113749
66.76969281,-138.3451277
66.76949604,-138.2788806
66.76929927,-138.2126334
66.76910249,-138.1463862
66.76890572,-138.0801391
66.76870895,-138.0138919
66.76851218,-137.9476447
66.76831541,-137.8813975
66.76811864,-137.8151504
66.76792187,-137.7489032
66.7677251,-137.682656
66.76752833,-137.6164089
66.76733156,-137.5501617
66.7671348,-137.4839145
66.56197707,-138.5273075
66.56182995,-138.4776221
66.56163379,-138.4113749
66.56143763,-138.3451277
66.56124147,-138.2788806
66.56104531,-138.2126334
66.56084915,-138.1463862
66.56065299,-138.0801391
66.56045683,-138.0138919
66.56026067,-137.9476447
66.56006452,-137.8813975
66.55986836,-137.8151504
66.55967221,-137.7489032
66.55947605,-137.682656
66.5592799,-137.6164089
66.55908374,-137.5501617
66.55888759,-137.4839145
66.35436975,-138.5273075
66.35422309,-138.4776221
66.35402754,-138.4113749
66.35383199,-138.3451277
66.35363644,-138.2788806
66.35344089,-138.2126334
66.35324535,-138.1463862
66.3530498,-138.0801391
66.35285425,-138.0138919
66.35265871,-137.9476447
66.35246316,-137.8813975
66.35226762,-137.8151504
66.35207208,-137.7489032
66.35187653,-137.682656
66.35168099,-137.6164089
66.35148545,-137.5501617
66.35128991,-137.4839145
66.14740996,-138.5273075
66.14726376,-138.4776221
66.14706882,-138.4113749
66.14687388,-138.3451277
66.14667894,-138.2788806
66.146484,-138.2126334
66.14628906,-138.1463862
66.14609413,-138.0801391
66.14589919,-138.0138919
66.14570426,-137.9476447
66.14550932,-137.8813975
66.14531439,-137.8151504
66.14511945,-137.7489032
66.14492452,-137.682656
66.14472959,-137.6164089
66.14453465,-137.5501617
66.14433972,-137.4839145
65.94109568,-138.5273075
65.94094993,-138.4776221
65.9407556,-138.4113749
65.94056127,-138.3451277
65.94036694,-138.2788806
65.94017261,-138.2126334
65.93997828,-138.1463862
65.93978395,-138.0801391
65.93958962,-138.0138919
65.93939529,-137.9476447
65.93920097,-137.8813975
65.93900664,-137.8151504
65.93881231,-137.7489032
65.93861799,-137.682656
65.93842366,-137.6164089
65.93822934,-137.5501617
65.93803502,-137.4839145
65.73542489,-138.5273075
65.7352796,-138.4776221
65.73508587,-138.4113749
65.73489215,-138.3451277
65.73469842,-138.2788806
65.7345047,-138.2126334
65.73431098,-138.1463862
65.73411726,-138.0801391
65.73392353,-138.0138919
65.73372981,-137.9476447
65.73353609,-137.8813975
65.73334237,-137.8151504
65.73314865,-137.7489032
65.73295493,-137.682656
65.73276121,-137.6164089
65.7325675,-137.5501617
65.73237378,-137.4839145
65.5303956,-138.5273075
65.53025076,-138.4776221
65.53005763,-138.4113749
65.52986451,-138.3451277
65.52967139,-138.2788806
65.52947827,-138.2126334
65.52928516,-138.1463862
65.52909204,-138.0801391
65.52889892,-138.0138919
65.5287058,-137.9476447
65.52851269,-137.8813975
65.52831957,-137.8151504
65.52812645,-137.7489032
65.52793334,-137.682656
65.52774022,-137.6164089
65.52754711,-137.5501617
65.527354,-137.4839145
65.32600579,-138.5273075
65.3258614,-138.4776221
65.32566888,-138.4113749
65.32547636,-138.3451277
65.32528384,-138.2788806
65.32509133,-138.2126334
65.32489881,-138.1463862
65.32470629,-138.0801391
65.32451378,-138.0138919
65.32432126,-137.9476447
65.32412875,-137.8813975
65.32393624,-137.8151504
65.32374372,-137.7489032
65.32355121,-137.682656
65.3233587,-137.6164089
65.32316619,-137.5501617
65.32297368,-137.4839145
65.12225347,-138.5273075
65.12210953,-138.4776221
65.12191762,-138.4113749
65.1217257,-138.3451277
65.12153378,-138.2788806
65.12134186,-138.2126334
65.12114995,-138.1463862
65.12095803,-138.0801391
65.12076612,-138.0138919
65.1205742,-137.9476447
65.12038229,-137.8813975
65.12019038,-137.8151504
65.11999846,-137.7489032
65.11980655,-137.682656
65.11961464,-137.6164089
65.11942273,-137.5501617
65.11923082,-137.4839145
64.91913666,-138.5273075
64.91899317,-138.4776221
64.91880185,-138.4113749
64.91861053,-138.3451277
64.91841921,-138.2788806
64.9182279,-138.2126334
64.91803658,-138.1463862
64.91784526,-138.0801391
64.91765395,-138.0138919
64.91746263,-137.9476447
64.91727131,-137.8813975
64.91708,-137.8151504
64.91688869,-137.7489032
64.91669737,-137.682656
64.91650606,-137.6164089
64.91631475,-137.5501617
64.91612343,-137.4839145
64.71665337,-138.5273075
64.71651033,-138.4776221
64.71631961,-138.4113749
64.71612889,-138.3451277
64.71593816,-138.2788806
64.71574744,-138.2126334
64.71555672,-138.1463862
64.715366,-138.0801391
64.71517528,-138.0138919
64.71498456,-137.9476447
64.71479384,-137.8813975
64.71460313,-137.8151504
64.71441241,-137.7489032
64.71422169,-137.682656
64.71403098,-137.6164089
64.71384026,-137.5501617
64.71364955,-137.4839145
64.51480163,-138.5273075
64.51465904,-138.4776221
64.51446891,-138.4113749
64.51427878,-138.3451277
64.51408865,-138.2788806
64.51389853,-138.2126334
64.5137084,-138.1463862
64.51351828,-138.0801391
64.51332815,-138.0138919
64.51313803,-137.9476447
64.5129479,-137.8813975
64.51275778,-137.8151504
64.51256766,-137.7489032
64.51237754,-137.682656
64.51218742,-137.6164089
64.51199729,-137.5501617
64.51180717,-137.4839145
64.31357947,-138.5273075
64.31343732,-138.4776221
64.31324778,-138.4113749
64.31305825,-138.3451277
64.31286872,-138.2788806
64.31267918,-138.2126334
64.31248965,-138.1463862
64.31230012,-138.0801391
64.31211058,-138.0138919
64.31192105,-137.9476447
64.31173152,-137.8813975
64.31154199,-137.8151504
64.31135246,-137.7489032
64.31116293,-137.682656
64.31097341,-137.6164089
64.31078388,-137.5501617
64.31059435,-137.4839145
64.11298492,-138.5273075
64.11284321,-138.4776221
64.11265427,-138.4113749
64.11246533,-138.3451277
64.11227638,-138.2788806
64.11208744,-138.2126334
64.1118985,-138.1463862
64.11170956,-138.0801391
64.11152062,-138.0138919
64.11133168,-137.9476447
64.11114274,-137.8813975
64.1109538,-137.8151504
64.11076486,-137.7489032
64.11057592,-137.682656
64.11038698,-137.6164089
64.11019805,-137.5501617
64.11000911,-137.4839145
63.91301603,-138.5273075
63.91287476,-138.4776221
63.91268641,-138.4113749
63.91249805,-138.3451277
63.9123097,-138.2788806
63.91212135,-138.2126334
63.91193299,-138.1463862
63.91174464,-138.0801391
63.91155629,-138.0138919
63.91136794,-137.9476447
63.91117959,-137.8813975
63.91099124,-137.8151504
63.91080289,-137.7489032
63.91061454,-137.682656
63.91042619,-137.6164089
63.91023785,-137.5501617
63.9100495,-137.4839145
63.71367084,-138.5273075
63.71353001,-138.4776221
63.71334224,-138.4113749
63.71315448,-138.3451277
63.71296671,-138.2788806
63.71277895,-138.2126334
63.71259118,-138.1463862
63.71240342,-138.0801391
63.71221565,-138.0138919
63.71202789,-137.9476447
63.71184013,-137.8813975
63.71165236,-137.8151504
63.7114646,-137.7489032
63.71127684,-137.682656
63.71108908,-137.6164089
63.71090132,-137.5501617
63.71071356,-137.4839145
63.51494741,-138.5273075
63.51480702,-138.4776221
63.51461984,-138.4113749
63.51443266,-138.3451277
63.51424548,-138.2788806
63.5140583,-138.2126334
63.51387112,-138.1463862
63.51368394,-138.0801391
63.51349676,-138.0138919
63.51330958,-137.9476447
63.51312241,-137.8813975
63.51293523,-137.8151504
63.51274805,-137.7489032
63.51256088,-137.682656
63.5123737,-137.6164089
63.51218653,-137.5501617
63.51199936,-137.4839145
63.3168438,-138.5273075
63.31670385,-138.4776221
63.31651725,-138.4113749
63.31633065,-138.3451277
63.31614406,-138.2788806
63.31595746,-138.2126334
63.31577087,-138.1463862
63.31558427,-138.0801391
63.31539768,-138.0138919
63.31521108,-137.9476447
63.31502449,-137.8813975
63.3148379,-137.8151504
63.3146513,-137.7489032
63.31446471,-137.682656
63.31427812,-137.6164089
63.31409153,-137.5501617
63.31390494,-137.4839145
63.11935807,-138.5273075
63.11921856,-138.4776221
63.11903255,-138.4113749
63.11884653,-138.3451277
63.11866052,-138.2788806
63.1184745,-138.2126334
63.11828849,-138.1463862
63.11810247,-138.0801391
63.11791646,-138.0138919
63.11773045,-137.9476447
63.11754444,-137.8813975
63.11735843,-137.8151504
63.11717242,-137.7489032
63.11698641,-137.682656
63.1168004,-137.6164089
63.11661439,-137.5501617
63.11642838,-137.4839145
62.92248831,-138.5273075
62.92234923,-138.4776221
62.9221638,-138.4113749
62.92197836,-138.3451277
62.92179293,-138.2788806
62.92160749,-138.2126334
62.92142206,-138.1463862
62.92123663,-138.0801391
62.92105119,-138.0138919
62.92086576,-137.9476447
62.92068033,-137.8813975
62.9204949,-137.8151504
62.92030947,-137.7489032
62.92012404,-137.682656
62.91993861,-137.6164089
62.91975318,-137.5501617
62.91956776,-137.4839145
62.72623258,-138.5273075
62.72609394,-138.4776221
62.72590908,-138.4113749
62.72572423,-138.3451277
62.72553937,-138.2788806
62.72535451,-138.2126334
62.72516966,-138.1463862
62.72498481,-138.0801391
62.72479995,-138.0138919
62.7246151,-137.9476447
62.72443024,-137.8813975
62.72424539,-137.8151504
62.72406054,-137.7489032
62.72387569,-137.682656
62.72369084,-137.6164089
62.72350599,-137.5501617
62.72332114,-137.4839145
62.53058898,-138.5273075
62.53045077,-138.4776221
62.53026649,-138.4113749
62.53008221,-138.3451277
62.52989793,-138.2788806
62.52971365,-138.2126334
62.52952937,-138.1463862
62.52934509,-138.0801391
62.52916082,-138.0138919
62.52897654,-137.9476447
62.52879226,-137.8813975
62.52860799,-137.8151504
62.52842371,-137.7489032
62.52823944,-137.682656
62.52805516,-137.6164089
62.52787089,-137.5501617
62.52768662,-137.4839145
62.33555559,-138.5273075
62.33541781,-138.4776221
62.33523411,-138.4113749
62.3350504,-138.3451277
62.3348667,-138.2788806
62.33468299,-138.2126334
62.33449929,-138.1463862
62.33431559,-138.0801391
62.33413188,-138.0138919
62.33394818,-137.9476447
62.33376448,-137.8813975
62.33358078,-137.8151504
62.33339708,-137.7489032
62.33321338,-137.682656
62.33302968,-137.6164089
62.33284598,-137.5501617
62.33266228,-137.4839145
62.14113051,-138.5273075
62.14099316,-138.4776221
62.14081003,-138.4113749
62.1406269,-138.3451277
62.14044377,-138.2788806
62.14026064,-138.2126334
62.1400775,-138.1463862
62.13989437,-138.0801391
62.13971124,-138.0138919
62.13952812,-137.9476447
62.13934499,-137.8813975
62.13916186,-137.8151504
62.13897873,-137.7489032
62.1387956,-137.682656
62.13861248,-137.6164089
62.13842935,-137.5501617
62.13824623,-137.4839145
61.94731185,-138.5273075
61.94717493,-138.4776221
61.94699237,-138.4113749
61.9468098,-138.3451277
61.94662724,-138.2788806
61.94644468,-138.2126334
61.94626212,-138.1463862
61.94607957,-138.0801391
61.94589701,-138.0138919
61.94571445,-137.9476447
61.94553189,-137.8813975
61.94534933,-137.8151504
61.94516678,-137.7489032
61.94498422,-137.682656
61.94480167,-137.6164089
61.94461911,-137.5501617
61.94443656,-137.4839145
61.75409771,-138.5273075
61.75396121,-138.4776221
61.75377922,-138.4113749
61.75359723,-138.3451277
61.75341524,-138.2788806
61.75323325,-138.2126334
61.75305126,-138.1463862
61.75286927,-138.0801391
61.75268728,-138.0138919
61.75250529,-137.9476447
61.7523233,-137.8813975
61.75214131,-137.8151504
61.75195933,-137.7489032
61.75177734,-137.682656
61.75159535,-137.6164089
61.75141337,-137.5501617
61.75123138,-137.4839145
61.5614862,-138.5273075
61.56135013,-138.4776221
61.56116871,-138.4113749
61.56098728,-138.3451277
61.56080586,-138.2788806
61.56062443,-138.2126334
61.56044301,-138.1463862
61.56026159,-138.0801391
61.56008017,-138.0138919
61.55989875,-137.9476447
61.55971733,-137.8813975
61.55953591,-137.8151504
61.55935449,-137.7489032
61.55917307,-137.682656
61.55899165,-137.6164089
61.55881023,-137.5501617
61.55862882,-137.4839145
61.36947545,-138.5273075
61.3693398,-138.4776221
61.36915895,-138.4113749
61.36897809,-138.3451277
61.36879723,-138.2788806
61.36861637,-138.2126334
61.36843552,-138.1463862
61.36825466,-138.0801391
61.3680738,-138.0138919
61.36789295,-137.9476447
61.3677121,-137.8813975
61.36753124,-137.8151504
61.36735039,-137.7489032
61.36716953,-137.682656
61.36698868,-137.6164089
61.36680783,-137.5501617
61.36662698,-137.4839145
61.17806358,-138.5273075
61.17792836,-138.4776221
61.17774807,-138.4113749
61.17756777,-138.3451277
61.17738748,-138.2788806
61.17720719,-138.2126334
61.17702689,-138.1463862
61.1768466,-138.0801391
61.17666631,-138.0138919
61.17648602,-137.9476447
61.17630573,-137.8813975
61.17612544,-137.8151504
61.17594515,-137.7489032
61.17576486,-137.682656
61.17558457,-137.6164089
61.17540428,-137.5501617
61.175224,-137.4839145
60.98724873,-138.5273075
60.98711393,-138.4776221
60.9869342,-138.4113749
60.98675447,-138.3451277
60.98657474,-138.2788806
60.98639501,-138.2126334
60.98621527,-138.1463862
60.98603555,-138.0801391
60.98585582,-138.0138919
60.98567609,-137.9476447
